shop_name,digital_listing_count,sold_count,active_listing_count,favorites_count,average_rating,total_rating_count
JCDigitalDesign,231,33488,349,929,4.9451,2005
CrochetSpotPatterns,443,33487,443,5060,4.8299,4560
FuzzyLoonDesigns,13,33487,489,3682,4.9191,6498
TrendBendersArtistry,0,33487,36,2228,4.9573,6685
banadesigns,0,33484,193,1604,4.7305,3142
CrownBakerySupply,0,33479,1315,2714,4.8421,4420
Dorysfindings,0,33477,899,3015,4.9511,5699
KandiesWorld,0,33477,333,1418,4.7919,4719
CostureroReal,0,33475,266,80291,4.8942,8275
PrintsbyJettyHome,0,33470,970,13649,4.977,3392
PetbitatStudio,0,33466,294,5152,4.8415,4843
BloomingFabricShop,0,33456,775,4067,4.9407,5107
MorganTheCreator,0,33452,409,6435,4.9514,7855
CarolinaCanCoolers,0,33448,231,2729,4.9878,6783
thecottonandcanvasco,0,33441,1356,3508,4.949,5420
beantowntea,0,33441,74,2869,4.9608,6864
ExtremeBeadOverload,0,33435,1150,4362,4.9261,12204
thepaperedwedding,809,33434,2765,4050,4.9701,6048
MGdesignbyGM,0,33433,922,1109,4.9192,4943
SoCalCutterCo,0,33426,116,4680,4.9033,4706
BohemianMarvels,0,33425,473,3359,4.9122,3906
TNTCustomApparel,0,33425,129,3555,4.8725,5339
CamnluluFabrics,0,33417,1569,2851,4.9679,6701
TimsWoodDesigns,0,33415,67,1630,4.953,6469
impressedvinyl,1558,33401,1558,676,4.941,1377
RemarkableStamps,0,33399,47,3188,4.9628,6869
PrettyBabyBowtique,0,33397,68,13398,4.9441,7965
noolibirdstamps,0,33396,227,11285,4.9759,5263
SolForge,0,33396,42,5967,4.8449,3645
CascadeIronCo,0,33395,46,7932,4.9734,4129
MlssSupplies,0,33392,1928,1054,4.8647,1752
SunfishPress,0,33392,127,5238,4.9622,10360
CampdaveBadges,0,33380,0,3110,4.9144,5091
MilamilaByMila,0,33376,1647,2155,4.8154,5114
BlueOceanApparel,50,33373,2090,1158,4.7752,6500
RanchoAlpino,0,33370,1833,11326,4.8331,7650
CommemorativeCoinCo,0,33369,675,1072,4.7413,4157
PMCInvitations,6,33368,1146,5142,4.9696,6114
aiinee,0,33366,1595,2208,4.8028,2555
TheCrazyJewelryLady,0,33349,0,4790,4.625,21794
Babykees,0,33346,72,1631,4.8135,4153
FireflyLaneStamping,0,33343,283,4332,4.922,7371
OutlineArts,0,33341,1216,1505,4.9342,4930
theEngraver,0,33340,314,2382,4.8963,4888
PrintyMamaDesigns,7,33339,8,9428,4.2,2786
MungoAndShoddyStore,0,33335,857,758,4.963,4892
AlwaysBBrave,79,33332,3615,3433,4.9794,8083
HNIllustration,330,33322,1085,22799,4.966,5872
SmileyBoy,0,33312,1726,3683,4.9449,6813
EastcoastEngraving,0,33311,256,2146,4.9037,4905
LyndseyGreen,0,33303,365,14982,4.9829,9247
WizdomStudio,2158,33302,2158,1520,4.9756,1162
LoveNstitchies,0,33300,350,3917,4.9595,6160
PlantCraftingCo,0,33299,137,9085,4.8008,6673
shopluvolive,0,33298,111,2984,4.8889,2735
InBooze,0,33290,46,11581,4.9528,3509
CreativeLifeEurope,0,33281,862,3811,4.6994,4490
LizzieFrostGifts,0,33275,69,517,4.9725,3423
PickledThistle,805,33271,805,1556,4.9524,1550
lolaandcompany,0,33270,489,3344,4.927,4602
INVITEDdesignCo,1689,33264,1689,1689,4.9485,1446
MadeInRose,0,33253,86,1876,4.9428,6582
matildasmeadow,100,33251,100,4967,4.8182,1575
KBShimmer,0,33250,160,18465,4.8882,10206
tillandsiasource,0,33250,531,2929,4.6386,6150
GlitterTopper,0,33246,518,1479,4.9502,5613
Cinderollies,0,33242,62,2311,4.8649,4521
thepaperblossomshop,757,33238,759,4737,5.0,4400
Littlesweetpie,0,33232,558,3521,4.8919,5937
DestinationVacation,2,33231,307,4645,4.9473,8050
SuperFlySprouts,0,33231,35,3032,4.9805,7323
precisionSVG,756,33225,756,397,4.8911,1505
SunnysideCottageArt,279,33224,279,857,4.8615,1831
ILoveHoneyWillow,0,33220,226,7222,4.905,3311
SVGmountaincreations,646,33219,646,1300,4.7632,1512
AtlanticGems,0,33216,1191,935,4.9769,4973
EllieCanaryDesigns,2359,33210,2359,1302,4.9634,1239
MorfJewelryNewYork,0,33208,54,2177,4.876,8388
MLRobertsLtd,0,33208,2876,3090,4.9613,6281
GoodsCute,329,33205,329,1741,4.9008,2039
ESjoradesign,0,33202,247,1803,4.8016,3536
MayPLDigitalArt,578,33199,579,7149,4.9496,3600
SVGEnthusiast,1692,33194,1692,1645,4.9284,1796
MissAudreyJewellery,0,33190,487,3839,4.8873,7208
Boojiboo,0,33185,161,19616,5.0,10413
BigSkyFiberArts,0,33181,157,3019,4.9928,6300
thephotocube,843,33180,847,5865,4.9563,7482
HeyHappinessJewelry,0,33171,758,5884,4.9393,6755
urenvited,0,33161,557,1536,4.8115,4393
Petestreasuretrove,0,33159,2916,3401,4.9711,5256
RochaixCookieCutters,0,33158,532,3982,4.8602,3360
RanaDesignStore,1838,33155,1838,1583,4.9633,1691
SilverEmbraceJewelry,0,33153,3260,17540,4.9241,9406
MayberryCorner,1,33151,692,2253,4.9629,6455
AllMyStarsDesigns,865,33148,884,1044,4.9692,2278
MoonLightDesignUSA,0,33142,2407,710,4.8333,5664
ActiveFamily,0,33142,948,965,4.5793,3496
MarciaHDesigns,0,33140,116,2027,4.9366,3880
HandcraftedAffairs,0,33140,54,2530,4.9568,4842
TheShirtLounge,0,33138,1480,515,4.9165,4952
DrifterStudio,15,33138,15,2831,4.9807,2601
TheLTeam,0,33137,467,3249,4.9643,5583
MiniatureMakerSupply,0,33131,453,8727,4.9595,11928
ReImagineBrewing,0,33128,304,5595,4.8868,5684
DesignByKara,0,33125,845,12524,4.905,8350
ArtandtheGarden,0,33125,190,8041,4.8889,8791
MySewLovelyStudio,0,33120,50,784,4.81,2776
TheLoveKnotShop,0,33119,304,9893,4.9351,8624
BetterWithAMonogram,18,33111,204,3527,4.9134,3144
28Collective,0,33094,763,870,4.9581,5623
MilfordJewelry,0,33088,104,1624,4.8719,4470
ChinookCrafts,0,33086,124,15606,4.9495,7170
Daddy2Design,606,33085,590,647,4.9901,411
GrassShackTrading,0,33085,1940,2806,4.859,5859
AtelierElegance,36,33084,3270,1508,4.9077,4231
PremiumGraphicsUSA,0,33082,92,1524,4.913,3941
HelloHappinessCo,0,33074,836,6163,4.965,7606
IsiDesigns,1600,33071,1600,1664,4.8542,2291
viniloFFna,63,33055,63,1447,4.8697,1834
MakeaWishXO,0,33055,422,3052,4.7236,4201
Kookeli,0,33054,2758,4276,4.9407,7021
ShabbyFlowers,0,33054,431,4331,4.8168,6261
DaisyandDecor,0,33049,59,5170,4.9643,5302
KnottyRoseDesigns,503,33045,503,3030,4.8859,3089
TinyStoryCo,0,33044,167,3661,4.8536,6338
GreenTreeJewelry,0,33037,1320,12172,4.8911,6057
CreativeRiotDesign,642,33032,642,1881,4.9356,1734
ShortandBaldJewelry2,0,33031,335,4184,4.8805,5035
JoyNg93,0,33028,15,945,4.8275,4510
NovaRomaJewelry,1,33028,91,2258,4.8852,4205
PinkysCotton,0,33027,633,3760,4.9399,6575
dj51florida,0,33023,360,5373,4.9095,5338
s3succulents,0,33020,23,5512,4.8646,9468
Twilightlondon,0,33019,228,4901,4.8245,3490
SagittariusGallery,71,33012,3762,19198,4.9499,7033
BlueOceanCutFiles,1269,32989,1269,536,4.94,1524
gmdice,0,32988,79,5963,4.944,7253
RollingMillResources,4,32975,441,2804,4.993,3769
AvadirAndCo,0,32970,122,1822,4.8743,5990
SewProCrafts,0,32969,1149,2144,4.8699,4824
SortStuffOut,2,32963,616,4086,4.9757,6681
cardsandstitches,754,32953,987,2990,4.7924,2795
BlueRobotto,0,32949,180,19573,4.9344,8069
StudioStrawberry,305,32949,306,4837,4.8,1842
FlyingBulldogs,0,32940,2748,4443,4.988,8679
SouthernTradeMark,0,32937,120,14077,4.9241,7462
PetalPerceptions,0,32935,214,4255,4.9523,6897
PalmettoWoodShopLLC,0,32929,62,2887,4.9573,6235
RLittleCompany,5,32926,448,2469,4.879,2287
BaerDesignStudio,942,32925,942,5627,4.9018,3417
RecipeBoxDesigns,39,32922,95,3662,4.9798,7063
GlitzGlamourStudio,0,32921,498,819,4.79,2869
SouthernChicMonogram,0,32919,51,11201,4.8935,6181
smilemercantile,0,32917,186,18705,4.9789,9288
CambridgeCirStudio,65,32915,492,1286,4.9809,6235
TheDoormatory,0,32914,0,2993,4.9774,5537
CreativeButterflyXOX,0,32913,974,11862,4.9062,5177
ConventionKids,63,32911,63,1849,4.9541,1360
LightningDesignStore,0,32910,37,1347,4.9152,5340
StickersfromLola,0,32909,52,6150,4.9336,5667
LavenderEight,0,32905,210,758,4.9552,3338
TRULYALLSUPPLIES,2,32896,243,2529,4.9655,5689
snarkynurses,0,32895,411,4632,4.967,4996
nadelspinnerei,0,32893,1598,1819,4.9649,5053
SEWHAPPYCRAFTS2,0,32891,1603,1217,4.9705,7228
BookBestiesUK,0,32884,517,8312,4.9917,10575
KatjasBlumenkinder,0,32882,1490,4338,4.9677,3659
EverlyEnchantedCo,0,32879,283,3919,4.9474,5824
LittleWormStudio,0,32877,152,3573,4.9409,5764
RavelledKnits,3,32870,612,5886,4.875,5254
KnittedHomeLondon,7,32870,63,5902,4.9186,3968
BlackSnailPatterns,51,32852,100,10068,4.9274,2690
BigTot,0,32849,331,8312,4.9363,6451
WitandGlitterCo,0,32843,557,5320,4.95,9369
SunglassMuseum,0,32841,567,11723,4.787,5473
HouseofHays,145,32840,525,6669,4.8989,6363
BerryTeesDesign,0,32840,41,1077,4.7421,3444
BohemiansCloset,0,32821,374,11246,4.9095,5063
StephKBoutique,0,32819,164,1360,4.7327,3487
anna0088,0,32813,3391,2631,4.8615,7237
LakiikiDesigns,910,32811,911,1854,4.963,1581
PrintSpunStudio,68,32807,335,2066,4.7472,3132
HookedHomemadeHappy,233,32804,233,3922,4.8834,2037
AllThingsPersonalUK,0,32800,783,590,4.9459,4153
FavProDesigns,3599,32797,3599,1044,4.898,2104
SimplyLoveCreations,83,32797,853,7150,4.9571,5611
BellaBSVGStudio,1382,32796,1382,2322,4.9875,1605
BeherVinylCo,0,32795,88,1003,4.7975,4238
TheEternalFlame,0,32792,118,6051,4.9719,4908
WitchyWicksCandleCo,0,32790,68,19755,4.9456,8690
3Dwoodworker,0,32784,32,7782,4.9702,6042
KolibriCL,329,32783,329,541,4.8542,1577
ForSuchATimeDesigns,0,32774,196,13225,4.9483,6166
ThePleatedPetal,0,32770,0,7896,4.9814,8228
SassyAppleStudio,0,32765,574,5067,4.9798,7879
HeadcoversUnlimited,0,32758,107,2652,4.7208,3649
InspirationStationMI,0,32756,3112,1822,4.9497,6792
CoastMountainSoap,101,32754,101,1347,4.7522,2126
badchihuahuadesigns,0,32753,266,4771,4.9586,7562
VitaminLove,0,32751,33,1157,4.9442,6011
HeartlandBeadnDesign,0,32750,662,2402,4.9941,8584
dandelionery,484,32749,484,3874,4.9435,2252
TeddyPerkins,0,32729,315,1011,4.8162,3988
scientificseamstress,63,32728,63,9041,4.8242,5259
NorthernCrescentIron,0,32728,140,11922,4.9504,6560
EpicChickenDesigns,0,32728,277,1572,4.9587,4715
OldBarnRescueCompany,16,32727,809,12487,4.8932,5498
PerlenKULT,0,32725,1246,1675,4.9776,4917
LoomandBlossom,0,32717,87,11016,4.8058,8333
SimplyCharmed21,0,32708,1007,12597,4.8666,7230
janeymacshop,0,32705,248,3115,4.9946,10005
DesignsByNelmarie,3,32701,250,2671,4.907,6460
heaedges,0,32695,747,7461,4.6159,6516
BiscuitsBandanaCo,0,32692,168,4091,4.9819,5572
pebbyforevee,0,32688,51,21195,4.6549,5480
MelanieBrittDigitals,2706,32685,2707,2442,4.945,1972
RusticHouseOfGlitter,0,32680,135,3850,4.8738,3704
TorchLight21,10,32679,815,2397,4.9334,2688
PaulasPatternStore,506,32676,506,784,4.8593,1370
ReadandWonder,0,32667,110,12062,4.981,11691
PrettyInappropriateS,51,32666,1356,3224,4.896,5935
KnitAndCrochetEvrAft,219,32660,219,6082,4.8589,3208
aaronalbrecht,0,32660,118,6357,4.9656,7613
PatchesAndCrafts,0,32658,368,5275,4.8914,4412
LittleHomeTreats,0,32652,472,1703,4.9332,2402
DistinctiveDesigns2,0,32645,27,1970,4.9292,6288
DesignedbyGeorgette,2362,32644,2363,2536,4.9522,4118
Andyseusdesigns,1,32641,738,979,4.8661,4169
PeraPeris,0,32639,1278,13860,4.9115,8621
CrochetMyLove,107,32639,135,9641,5.0,6642
TeennACreations,0,32628,12,508,4.8626,2792
HanasDesignShop,848,32628,864,2879,4.551,3154
JuniperseedMerc,0,32627,100,17771,4.854,9472
OmgdesignsTienda,0,32627,485,326,4.8355,3647
SerendipityWoods,0,32620,58,4599,4.991,6860
FabledFragrances,0,32617,421,14762,4.817,8139
ItalianRosaryParts,0,32616,392,3353,4.9516,5556
Winetopia,254,32609,254,4504,4.9697,1530
monkeyseeboutique,0,32606,314,13901,4.9013,7187
iwoowoo,0,32603,134,5635,4.97,14064
homesteadtreasures,0,32601,489,8609,4.9735,14880
MooandMeDesigns,0,32600,297,616,4.91,2997
DiborHome,0,32597,907,1906,4.8772,5439
openseed,145,32579,209,4537,4.9474,3521
NaturallyGiftedNY,5,32579,340,4764,4.4692,3709
oscarcrow,0,32574,4036,4881,4.9893,13925
RosiesPoshParties,0,32571,654,6456,4.8179,7561
BabesintheWoolDesign,62,32570,62,5215,4.8946,2796
StoneCreekWallDecals,0,32563,412,2755,4.8773,4477
Bgenius15,0,32563,146,5040,4.9093,6188
createdbyMishka,0,32558,206,1953,4.9625,4710
ShuShuStyle,0,32557,496,4672,4.961,12700
SouthBendWoodworks,0,32554,32,2147,4.9468,5801
PoppiesBeadsnMore,0,32553,1297,6876,4.8723,6448
KiddzInk,2644,32550,3945,1248,4.9536,3659
ArtStamped,0,32547,702,2652,4.9901,8731
SacredRockStars,14,32547,411,11162,4.9875,11301
Travelsigns,0,32542,322,2277,4.978,6924
Saberforge,0,32530,86,27921,4.811,8094
OneStepTimers,0,32527,22,4847,4.852,4640
NoodlePoodles,0,32502,326,406,4.9472,2366
FairyDustCakesSupply,0,32498,242,1978,4.8958,4038
SimpleOfferings,0,32491,115,3367,4.9242,5261
LillyAshley,729,32489,729,5654,4.9474,2957
TheFabricEdge,0,32483,1227,3180,4.9631,7203
BlissGardens,0,32483,81,8685,4.7962,6648
UrbnCulturCollective,0,32481,50,2451,4.8621,3986
BluYeti,0,32478,148,1935,4.9143,5056
pinkthecat,1071,32476,2642,3525,4.8958,3144
ashleyspearl,0,32473,712,4535,4.9228,10469
beadbrats,0,32467,205,6440,5.0,16761
BySarp,4,32466,330,8008,4.8859,6115
LuxeFavours,0,32465,202,906,4.9883,2657
EvintageVeils,0,32464,401,7516,4.9715,7161
JaxandPepper,0,32463,60,7596,5.0,7616
reganflegan,0,32462,190,7100,4.8861,6579
MoodForWood,1,32459,584,15958,4.9679,5432
PSfabricshop,7,32458,1692,4906,4.9707,5548
TerriAnnFoss,0,32452,96,21776,4.9909,13165
GaynorCarradice,481,32450,483,7106,4.974,2402
IlluminateVintage,0,32449,262,24650,4.9365,4109
AlwaysBestQuality,0,32444,318,2622,4.893,4523
BookishlyUK,4,32434,576,17534,4.9474,5996
NeptuneArtPrints,375,32433,375,12445,4.9626,1779
TheThreadGatherer,4,32432,877,4293,4.9532,5446
DesigningSisterBeads,0,32429,814,3939,4.9,8410
chloesvintagejewelry,0,32429,531,24272,4.8526,6810
Anniestreasuresllc,18,32425,986,4684,4.9566,8790
PlankHardware,0,32422,55,4583,4.9639,2585
ElegantSwan,0,32416,560,3973,4.8358,3602
BaubleShoppeBeads,0,32408,1264,3412,4.9792,7012
ChristyTreasureBox,0,32408,435,5270,4.8668,5109
MarysMontage,477,32408,477,5843,4.9461,4459
MinimalVS,0,32403,1243,101856,4.9688,4631
SilverCityByEva,0,32403,187,2081,4.8073,5676
WildchildDesigns77,1285,32403,1285,6190,4.9781,3286
midnightinsavannah,0,32398,1040,8488,4.9081,8493
squirrelnuts,0,32398,147,10341,4.807,8760
BenSimpsonFurniture,0,32391,76,4070,4.9432,2609
EvoPrintables,713,32391,749,4539,4.6488,1866
ellisandhiggs,185,32390,185,5271,4.9485,2419
TinAndSteele,0,32386,18,2764,4.9783,5571
TwistedBobbinDesigns,0,32372,591,9863,4.7773,5700
Artycraftysupplier,147,32363,222,1246,4.5757,2677
mintoprint,0,32362,1034,2300,4.924,4299
bvoe668,157,32362,157,6232,4.8,4046
RETRORAGEJEWELRY,0,32343,609,3592,4.9747,9000
PeanutCre8tions,252,32343,252,1762,4.9278,706
DrCraftsDesign,524,32341,524,796,4.7624,1445
JustMySideHustle,2245,32340,2245,4699,4.9646,2125
MinkyBabies,170,32340,309,879,4.9117,3654
OurLoveStoryCoShop,0,32333,67,1341,4.8918,3356
Passion4DIYs,318,32327,333,386,4.9031,1710
geckogalz,1198,32319,1198,2504,4.9739,3965
SilkInspirations,0,32316,1056,5831,4.837,9087
byMollyandIzzie,0,32313,604,2385,4.9063,3103
LittleWillowBunny,0,32311,13,520,4.8031,2471
MileHighKidsCo,0,32311,44,3288,4.9499,5763
LeCotillon,0,32310,1501,5815,4.7619,15703
SweetHooligansDesign,0,32308,698,3716,4.948,5263
AVAArtsSupplies,0,32299,1257,3660,4.844,6239
ClaraLoo,0,32294,172,12024,4.9542,6096
stickerlots,0,32293,162,1870,4.8158,6338
TRDesignPrints,9,32290,603,1144,4.9433,5331
HEARTSPRINGCO,0,32289,7,5067,4.9381,4201
seashellsbyseashore,0,32279,1496,9773,4.884,7312
VinylBoutiqueGB,0,32276,30,907,4.8728,2805
Futurerity2,0,32274,273,6533,4.8621,6426
LillaBjornCrochet,103,32273,103,8751,4.9087,1822
mammacipollina,0,32272,340,2950,4.9689,4991
Printsnickety,0,32263,271,423,4.921,3257
Lunabludesign,717,32255,717,4836,4.9378,2855
BJDhouse,0,32253,309,5598,4.9346,7371
JoKavanaghDesigns,163,32253,163,3004,4.9761,1988
MaddieandCoGifts,0,32249,367,963,4.915,4366
leatherAA,0,32240,786,8844,4.8496,4303
OhMyWordDesigns,1,32230,634,14350,4.8914,6421
CourageInStone,0,32224,411,1792,4.8521,3479
KetiSorelyDesigns,0,32213,685,14674,4.5525,4047
CatkumaPatentPress,0,32212,680,3776,4.9432,4053
Lilliansquiltshack,0,32205,1534,3015,4.9634,6043
aliuod,0,32205,1009,3939,4.9163,6812
LunaHarkinCo,0,32198,27,8152,4.9921,8665
RichDesignCo,0,32198,180,6353,4.9274,4854
FlairandFestive,32,32198,72,6834,4.988,3545
TinyHomeTreasures,0,32196,1151,3123,4.9959,10778
RosesandBowsShop,0,32194,482,4667,4.9343,4816
PumpkinvineQuilting,0,32192,1705,1376,4.973,6002
BeadedPerfection,0,32192,803,2101,4.9379,5167
Allstarco,0,32192,694,6342,4.9434,4682
BlueEyedJewelsTX,0,32191,477,4075,4.8596,5870
BigBeeApplique,832,32187,832,4066,4.9327,1864
ShreeJaipurSilver925,0,32179,3384,6297,4.6533,6227
TheHollowGeode,0,32177,365,13678,4.9497,7049
CustomCapsCo,0,32165,181,4044,4.9537,3084
PushingMyButtonsSWFL,0,32163,3155,4978,4.9901,12114
PrettyPinkWafers,132,32157,495,466,4.5843,2306
Beaducation,0,32157,678,5844,4.9325,5934
AlainaJensenStudio,0,32149,0,4647,4.9547,3360
FineCustom,0,32147,338,2643,4.7816,4857
PrinteesPlus,0,32141,823,2003,4.6735,4455
TheCreativeMill,907,32140,910,4612,4.9746,2665
DancingCanaryCo,0,32138,2553,672,4.9228,4889
FiligreePheasant,0,32136,151,5093,4.9223,6050
SquidgeMakes,0,32135,417,629,4.964,3742
TimberRidgeGraphics,3,32133,729,2296,4.9501,3184
HappyBOWtique,0,32131,101,17751,4.913,4890
DigitalPlannerStart,9,32131,9,2829,4.8757,3037
LauraWalkerJewellery,0,32128,595,2254,4.9331,5879
FeyasCrafts,243,32127,243,918,4.8959,1992
GypsyyyTarot,0,32127,4,1627,4.949,8457
LostInLettering,35,32127,224,1408,4.9557,5051
Linennaive,0,32111,284,73628,4.7227,7097
Towne9,0,32108,336,6820,4.941,6666
NastamiDesign,2,32103,613,1077,4.9429,4529
EcoShag,0,32100,108,25966,4.9148,8444
SugarCreekVinylDecor,0,32096,839,3993,4.8591,4756
loveofjewelry,0,32092,634,12129,4.8889,14208
angelasfabricandtrim,0,32090,710,3697,4.9541,7323
JamboreePartyBox,0,32085,962,4495,4.7463,5714
MILLAMIX,675,32083,675,7976,4.8845,2400
MPDcreativo,183,32077,181,794,4.905,1802
plasticlittlecovers,153,32075,202,16597,4.9909,4729
AceQueensCo,0,32068,472,1365,4.9168,5844
JJAEDesigns,1501,32061,1501,938,4.9131,1097
spillthebeansetc,0,32056,870,8871,4.8607,6635
IndigoLark,0,32053,679,4016,4.9691,5472
PaperandPineCo,0,32053,616,11407,4.9749,5875
plannerologystudio,883,32052,884,5586,4.9385,3872
GracesCraftStore,0,32047,45,1634,4.9388,4691
OwlBHooked,72,32046,72,4420,4.9544,2966
SilkRoadTees,0,32044,1546,1288,4.8622,4972
MissyJuliaLtd,0,32043,75,682,4.9424,3011
NativeSouthTransfers,0,32037,1756,2345,4.9342,2697
Bobbiny,0,32033,330,9129,4.9721,4481
SugarSkullMolds,52,32031,1382,6758,4.8412,7347
AinsberryFabric,0,32031,726,3816,4.9234,4719
LGUInternational,0,32031,1389,3566,4.9261,6349
bellezastuff,655,32028,1506,2962,4.8823,1809
HopesDesignsJW,114,32027,840,1831,4.9544,5168
GirldadBoutique,0,32020,150,917,4.9322,4908
AlacartCreations,0,32015,806,14633,4.7801,5415
LightBoxGoodMan,809,32014,1068,3747,4.9244,2109
kalliedesigns,101,32013,118,7442,4.5426,6035
ArtiSmith,0,32007,57,5414,4.9284,6269
PerfectPrintsCo,0,32006,761,5276,4.9354,7259
EldaDesignShop,0,32003,327,2749,4.9749,5392
MaidenVoyageClothing,0,31999,46,26846,4.9719,7250
lyricalletters,1355,31995,1355,5807,4.8896,2676
markuniqueart,1,31994,584,404,4.869,2357
Yearofbirthcards,0,31993,99,370,4.974,3281
TintinBeads,0,31987,704,8259,4.9127,5773
Schlangenmanufaktur,0,31986,223,1261,4.9565,4631
ShimmerbeastDigital,546,31985,546,2702,4.8189,1941
WaffleAndFaff,0,31983,749,253,4.9339,3665
TheGoldenBeverly,0,31980,342,5174,4.8655,5449
hellodearkids,195,31963,195,16379,4.6468,2083
CaseMeIfYouCan,0,31960,2024,2512,4.5134,6737
gemstonewarehouse,0,31958,996,2813,4.8727,5419
MainStreetMickeyShop,0,31956,168,1350,4.8973,4185
BlushPaperieShop,4037,31952,4037,1399,4.9413,1023
PinkFishShop,5,31946,366,2471,4.9747,5147
WhiskerWorks,0,31944,88,6687,4.9702,5135
TheRusticEarth,0,31943,107,5173,4.9521,6631
PremioEmbroidery,655,31941,655,1498,4.8579,2605
MPdsigns,1,31938,401,1866,4.9252,5681
MyLolliflopsLLC,0,31936,708,11925,4.9635,6771
MauttoAccessories,0,31935,316,6349,4.9154,6563
playonpatterns,0,31931,235,9050,4.8733,5862
GemsFlower,0,31930,1872,4919,4.7568,2655
CaNatureLover,0,31930,94,4023,4.8834,7344
SilkRoadBazaarShop,0,31926,572,3276,4.8977,4696
DansandAdi,0,31924,2926,5593,4.9569,9100
SunsetCrochet,58,31921,59,5283,4.7778,7360
HeavenlyCharmed,0,31912,3332,3495,4.7834,3637
andsotheymade,0,31911,32,4051,4.908,3796
DeLuceDesign,2,31907,136,4144,4.9875,6462
WestWolfRenaissance,0,31894,526,12903,4.9531,10502
MolsDesigns,8,31891,155,5364,4.9565,7610
Fantasticocks,0,31885,58,19009,4.9077,7503
SunshineFiberArts,0,31882,1242,2009,4.9876,5929
TheHerbalZen,0,31877,12,2325,4.9687,5209
BBGrafix,2812,31873,2812,1758,4.9774,1234
Inkalize,390,31871,391,2232,4.9251,1507
TreeificCreations,0,31871,941,3800,4.9586,8220
FridaySockCo,0,31869,542,3711,4.9572,4060
DeVriesSigns,0,31865,53,1463,4.9209,2643
LandMeetSky,0,31864,937,3157,4.8708,4506
SweenksCustomLaser,0,31862,126,2789,4.916,5400
BatShtCraftie,1386,31862,1387,1188,4.9513,2181
Forgeron,0,31856,354,9667,4.8675,9118
artmyhouse,397,31854,466,1060,4.7699,1447
VintageBrassShop,4,31851,84,8203,4.9382,8749
elizabethk314,299,31843,299,2936,4.8947,3229
YourCrystalDreams,0,31831,601,1755,4.9602,6925
priceapparel,0,31816,272,10498,4.9284,4628
MichelleBrusegaard,0,31812,365,23462,4.9797,10629
NordicDesignHouse,0,31811,1194,12056,4.9078,2857
DecosGinieCreations,0,31810,0,660,4.9328,1932
NesPresets,54,31808,54,1042,4.7673,1870
FromthePage,0,31807,57,20371,4.9404,7892
belleadees,0,31806,153,4086,4.9752,6321
TWGDesigns,354,31804,354,8667,4.9597,4584
SunshineSurprisesUK,0,31799,430,1157,4.9448,5199
GoiaBoutique,0,31798,0,3290,4.968,3463
birdshome,0,31797,50,3453,4.9007,3064
ShapemCom,0,31793,1662,2688,4.8432,4462
dankartistry,0,31793,511,12656,4.9164,8433
HuggableBears,98,31792,98,4482,4.9129,2784
SimplyTheBestVinyl,0,31791,98,2124,4.8799,5508
HappyGoLicky,0,31791,697,37273,4.9271,7282
SAWTHESIGN,0,31790,314,2589,4.9305,6634
SnLCraftShop,0,31787,57,1508,4.9796,5457
TheFussyPup,0,31781,1338,4549,4.9688,5050
ShiFio,376,31780,376,4950,4.8443,2382
Flexsandelisabethpro,0,31774,614,1234,4.8943,3099
